ticket_id,product,priority,status,short_description,description,closed_notes
TKT-01700,Smartsheet,P4,Closed,Unable to edit upload in Smartsheet,Unable to edit upload in Smartsheet. This is impacting daily workflow.,Resolved by resetting upload. User confirmed working.
TKT-01701,Email,P1,Closed,Need help update refresh,Need help update refresh. This is impacting project deadlines.,Escalated to tier 2. Resolution: refresh replaced.
TKT-01702,Smartsheet,P2,Closed,Unable to delete share in Smartsheet,Unable to delete share in Smartsheet. User reports denied failure affecting productivity.,Resolved download failure. Tested successfully with user.
TKT-01703,SharePoint,P4,Closed,document corrupted when trying to download,document corrupted when trying to download. This is impacting project deadlines.,Resolved by reconfiguring document. User confirmed working.
TKT-01704,Smartsheet,P2,Closed,delegate not access properly,delegate not access properly. This is impacting team collaboration.,Escalated to tier 2. Resolution: send replaced.
TKT-01705,Teams,P2,Closed,query incorrect in Teams,query incorrect in Teams. User has tried reinstalling without success.,Implemented fix. Issue no longer occurring.
TKT-01706,Smartsheet,P2,Closed,VPN dropped affecting Smartsheet access,VPN dropped affecting Smartsheet access. Error occurs when attempting to access. latency and bandwidth also affected.,Escalated to vendor support. Resolution: network replaced.
TKT-01707,Outlook,P1,Closed,Experiencing delay problem with Outlook,Experiencing delay problem with Outlook. User reports crash performance affecting productivity.,Resolved by updating delay. User confirmed working.
TKT-01708,Smartsheet,P1,Closed,hardware broken requiring support,hardware broken requiring support. User reports peripheral damaged affecting productivity.,Corrected mouse damaged. Tested successfully with user.
TKT-01709,Smartsheet,P2,Closed,Cannot share report from Smartsheet,Cannot share report from Smartsheet. User reports dataset incomplete affecting productivity.,Escalated to vendor support. Resolution: analytics updated.
TKT-01710,Outlook,P3,Closed,Permission denied when access access,Permission denied when access access. User has tried reinstalling without success.,Resolved by resetting access. User confirmed working.
TKT-01711,OneDrive,P2,Closed,Request to unlock two-factor for user account,Request to unlock two-factor for user account. Error occurs when attempting to access. authentication also affected.,Escalated to specialist team. Resolution: authentication updated.
TKT-01712,Smartsheet,P3,Closed,printer damaged requiring support,printer damaged requiring support. User reports charger broken affecting productivity.,Escalated to specialist team. Resolution: dock reconfigured.
TKT-01713,Excel,P2,Closed,Need to install update for Excel,Need to install update for Excel. This is impacting client communication.,Resolved upgrade issue. Tested successfully with user.
TKT-01714,Email,P4,Closed,Cannot forward appointment in Email,Cannot forward appointment in Email. Error occurs when attempting to sync. inbox also affected.,Resolved by reconfiguring appointment. User confirmed fixed.
TKT-01715,Smartsheet,P1,Closed,timeout error affecting Smartsheet access,timeout error affecting Smartsheet access. User has tried updating without success.,Resolved by reinstalling timeout. User confirmed fixed.
TKT-01716,SharePoint,P3,Closed,Need assistance with inbox receive,Need assistance with inbox receive. User reports inbox permissions affecting productivity.,Resolved by resetting inbox. User confirmed resolved.
TKT-01717,OneDrive,P1,Closed,Need replacement peripheral,Need replacement peripheral. User reports dock broken affecting productivity.,Resolved by updating peripheral. User confirmed resolved.
TKT-01718,OneDrive,P4,Closed,email not access properly,email not access properly. Error occurs when attempting to view. inbox and calendar also affected.,Fixed appointment synchronization. Tested successfully with user.
TKT-01719,SharePoint,P1,Closed,Seeking learn for new SharePoint feature,Seeking learn for new SharePoint feature. Error occurs when attempting to setup. instruction and training and guide also affected.,Escalated to tier 2. Resolution: training replaced.
TKT-01720,Email,P3,Closed,Email unresponsive and problem,Email unresponsive and problem. User has tried clearing cache without success.,Corrected loading issue. Tested successfully with user.
TKT-01721,SharePoint,P3,Closed,Need assistance with attachment view,Need assistance with attachment view. Error occurs when attempting to forward. sync and appointment also affected.,Deployed configuration change. Issue no longer occurring.
TKT-01722,SharePoint,P4,Closed,Issue with attachment display,Issue with attachment display. Error occurs when attempting to view. delegate and inbox also affected.,Corrected meeting loading. Tested successfully with user.
TKT-01723,Excel,P3,Closed,report incomplete in Excel,report incomplete in Excel. User has tried updating without success.,Deployed fix. Issue no longer occurring.
TKT-01724,OneDrive,P3,Closed,Unable to download share in OneDrive,Unable to download share in OneDrive. User reports document denied affecting productivity.,Escalated to specialist team. Resolution: permission reconfigured.
TKT-01725,Teams,P2,Closed,dashboard incorrect in Teams,dashboard incorrect in Teams. User reports dashboard outdated affecting productivity.,Implemented fix. Issue no longer occurring.
TKT-01726,PowerBI,P3,Closed,Request activation configure assistance,Request activation configure assistance. This is impacting team collaboration.,Resolved by updating activation. User confirmed resolved.
TKT-01727,Excel,P2,Closed,issue during version process,issue during version process. This is impacting daily workflow.,Implemented configuration change. Issue no longer occurring.
TKT-01728,Excel,P2,Closed,Issue with calendar permissions,Issue with calendar permissions. This is impacting client communication.,Escalated to tier 2. Resolution: receive updated.
TKT-01729,Outlook,P1,Closed,issue during install process,issue during install process. Error occurs when attempting to configure. update and software also affected.,Resolved by updating install. User confirmed working.
TKT-01730,OneDrive,P2,Closed,Need help create refresh,Need help create refresh. User has tried restarting without success.,Corrected query incorrect. Tested successfully with user.
TKT-01731,Email,P3,Closed,license compatibility when attempting configure,license compatibility when attempting configure. User has tried updating without success.,Implemented patch. Issue no longer occurring.
TKT-01732,PowerBI,P2,Closed,Cannot delete sync in PowerBI,Cannot delete sync in PowerBI. Error occurs when attempting to access. appointment also affected.,Corrected out-of-office synchronization. Tested successfully with user.
TKT-01733,Smartsheet,P1,Closed,inbox not delete properly,inbox not delete properly. User has tried reinstalling without success.,Resolved by reinstalling inbox. User confirmed fixed.
TKT-01734,Email,P2,Closed,User unable to access due to issue credential,User unable to access due to issue credential. User has tried clearing cache without success.,Escalated to vendor support. Resolution: password reconfigured.
TKT-01735,PowerBI,P4,Closed,Request access to collaborate in PowerBI,Request access to collaborate in PowerBI. User reports access missing affecting productivity.,Escalated to vendor support. Resolution: denied replaced.
TKT-01736,Excel,P2,Closed,User unable to reset due to locked account,User unable to reset due to locked account. Error occurs when attempting to access. expired also affected.,Implemented update. Issue no longer occurring.
TKT-01737,PowerBI,P1,Closed,Cannot open PowerBI on remote device,Cannot open PowerBI on remote device. User reports tablet problem affecting productivity.,Resolved by reconfiguring remote. User confirmed fixed.
TKT-01738,OneDrive,P2,Closed,Need assistance with email view,Need assistance with email view. This is impacting client communication.,Resolved by reinstalling email. User confirmed resolved.
TKT-01739,Smartsheet,P2,Closed,app incompatibility with Smartsheet,app incompatibility with Smartsheet. User reports offline failure affecting productivity.,Resolved by reinstalling app. User confirmed working.
TKT-01740,Email,P1,Closed,collaborate missing when trying to upload,collaborate missing when trying to upload. This is impacting client communication.,Deployed fix. Issue no longer occurring.
TKT-01741,OneDrive,P4,Closed,Permission denied when share document,Permission denied when share document. User has tried updating without success.,Escalated to vendor support. Resolution: sync replaced.
TKT-01742,PowerBI,P1,Closed,Issue with meeting display,Issue with meeting display. User reports attachment delivery affecting productivity.,Resolved by reinstalling meeting. User confirmed working.
TKT-01743,SharePoint,P4,Closed,Need to update update for SharePoint,Need to update update for SharePoint. User has tried reinstalling without success.,Escalated to tier 2. Resolution: patch updated.
TKT-01744,Teams,P2,Closed,Need help with two-factor issue,Need help with two-factor issue. User reports two-factor error affecting productivity.,Escalated to specialist team. Resolution: password replaced.
TKT-01745,Teams,P4,Closed,printer defective preventing work,printer defective preventing work. User has tried restarting without success.,Applied fix. Issue no longer occurring.
TKT-01746,Teams,P1,Closed,inbox not receive properly,inbox not receive properly. User has tried clearing cache without success.,Resolved by updating inbox. User confirmed working.
TKT-01747,SharePoint,P1,Closed,authentication expired preventing access to SharePoint,authentication expired preventing access to SharePoint. User reports locked issue affecting productivity.,Resolved by resetting authentication. User confirmed resolved.
TKT-01748,SharePoint,P4,Closed,dashboard incorrect in SharePoint,dashboard incorrect in SharePoint. Error occurs when attempting to generate. query and chart also affected.,Implemented update. Issue no longer occurring.
TKT-01749,SharePoint,P4,Closed,Unable to access folder in SharePoint,Unable to access folder in SharePoint. This is impacting client communication.,Resolved permission denied. Tested successfully with user.
TKT-01750,PowerBI,P3,Closed,PowerBI unavailable due to network problem,PowerBI unavailable due to network problem. User reports timeout blocked affecting productivity.,Resolved firewall dropped. Tested successfully with user.
TKT-01751,Email,P2,Closed,Cannot update report from Email,Cannot update report from Email. User reports dashboard outdated affecting productivity.,Resolved filter outdated. Tested successfully with user.
TKT-01752,PowerBI,P4,Closed,unlock problem preventing access to PowerBI,unlock problem preventing access to PowerBI. Error occurs when attempting to authenticate. account and expired and authentication also affected.,Escalated to tier 2. Resolution: credential reconfigured.
TKT-01753,Email,P4,Closed,error during install process,error during install process. Error occurs when attempting to configure. installation and activation also affected.,Corrected patch failure. Tested successfully with user.
TKT-01754,Smartsheet,P1,Closed,VPN dropped affecting Smartsheet access,VPN dropped affecting Smartsheet access. This is impacting project deadlines.,Resolved by reconfiguring VPN. User confirmed working.
TKT-01755,Excel,P4,Closed,Application freeze during normal use,Application freeze during normal use. Error occurs when attempting to saving. hang also affected.,Corrected crash performance. Tested successfully with user.
TKT-01756,SharePoint,P2,Closed,access failure when trying to download,access failure when trying to download. This is impacting team collaboration.,Deployed fix. Issue no longer occurring.
TKT-01757,Excel,P2,Closed,send not access properly,send not access properly. Error occurs when attempting to receive. meeting and email also affected.,Applied configuration change. Issue no longer occurring.
TKT-01758,OneDrive,P3,Closed,access error when trying to download,access error when trying to download. This is impacting client communication.,Deployed update. Issue no longer occurring.
TKT-01759,Outlook,P2,Closed,Need assistance with receive receive,Need assistance with receive receive. This is impacting team collaboration.,Escalated to vendor support. Resolution: out-of-office updated.
TKT-01760,PowerBI,P4,Closed,Experiencing loading issue with PowerBI,Experiencing loading issue with PowerBI. User reports performance behavior affecting productivity.,Implemented patch. Issue no longer occurring.
TKT-01761,Outlook,P3,Closed,Permission denied when move share,Permission denied when move share. Error occurs when attempting to edit. document also affected.,Escalated to tier 2. Resolution: file reconfigured.
TKT-01762,SharePoint,P1,Closed,Permission denied when move denied,Permission denied when move denied. This is impacting client communication.,Resolved by reinstalling denied. User confirmed working.
TKT-01763,Teams,P2,Closed,dataset outdated in Teams,dataset outdated in Teams. This is impacting project deadlines.,Corrected query missing. Tested successfully with user.
TKT-01764,SharePoint,P2,Closed,access corrupted when trying to upload,access corrupted when trying to upload. User has tried clearing cache without success.,Escalated to specialist team. Resolution: sync reconfigured.
TKT-01765,Teams,P1,Closed,Request training for Teams setup,Request training for Teams setup. User has tried reinstalling without success.,Corrected instruction question. Tested successfully with user.
TKT-01766,PowerBI,P2,Closed,Need help with MFA locked,Need help with MFA locked. User reports locked error affecting productivity.,Resolved by reinstalling MFA. User confirmed resolved.
TKT-01767,OneDrive,P4,Closed,Issue with calendar display,Issue with calendar display. Error occurs when attempting to access. attachment and receive also affected.,Fixed inbox synchronization. Tested successfully with user.
TKT-01768,OneDrive,P3,Closed,sync missing when trying to share,sync missing when trying to share. This is impacting daily workflow.,Escalated to specialist team. Resolution: permission reconfigured.
TKT-01769,SharePoint,P1,Closed,Experiencing timeout behavior with SharePoint,Experiencing timeout behavior with SharePoint. Error occurs when attempting to searching. slow also affected.,Fixed freeze issue. Tested successfully with user.
TKT-01770,Email,P3,Closed,collaborate error when trying to upload,collaborate error when trying to upload. User reports upload failure affecting productivity.,Fixed permission missing. Tested successfully with user.
TKT-01771,SharePoint,P4,Closed,Need assistance with appointment forward,Need assistance with appointment forward. User reports attachment display affecting productivity.,Corrected sync display. Tested successfully with user.
TKT-01772,SharePoint,P3,Closed,Cannot connect due to bandwidth dropped,Cannot connect due to bandwidth dropped. Error occurs when attempting to access. disconnect and connectivity also affected.,Escalated to vendor support. Resolution: timeout reconfigured.
TKT-01773,Outlook,P2,Closed,MFA expired preventing access to Outlook,MFA expired preventing access to Outlook. User reports unlock expired affecting productivity.,Resolved login failure. Tested successfully with user.
TKT-01774,Smartsheet,P3,Closed,Request patch update assistance,Request patch update assistance. This is impacting client communication.,Escalated to specialist team. Resolution: activation updated.
TKT-01775,Email,P2,Closed,Experiencing lag behavior with Email,Experiencing lag behavior with Email. User has tried updating without success.,Corrected crash performance. Tested successfully with user.
TKT-01776,SharePoint,P4,Closed,Experiencing loading problem with SharePoint,Experiencing loading problem with SharePoint. This is impacting daily workflow.,Escalated to specialist team. Resolution: performance reconfigured.
TKT-01777,Outlook,P4,Closed,User unable to unlock due to locked expired,User unable to unlock due to locked expired. Error occurs when attempting to login. unlock also affected.,Resolved account expired. Tested successfully with user.
TKT-01778,OneDrive,P2,Closed,Intermittent network unstable,Intermittent network unstable. Error occurs when attempting to access. timeout and offline also affected.,Escalated to vendor support. Resolution: firewall replaced.
TKT-01779,Email,P1,Closed,share failure when trying to download,share failure when trying to download. User reports denied corrupted affecting productivity.,Escalated to tier 2. Resolution: document replaced.
TKT-01780,Outlook,P2,Closed,Permission denied when download sync,Permission denied when download sync. User has tried clearing cache without success.,Applied fix. Issue no longer occurring.
TKT-01781,Teams,P2,Closed,Teams unresponsive and issue,Teams unresponsive and issue. User reports delay performance affecting productivity.,Escalated to tier 2. Resolution: crash reconfigured.
TKT-01782,SharePoint,P4,Closed,Request access to denied in SharePoint,Request access to denied in SharePoint. Error occurs when attempting to edit. document and access also affected.,Deployed fix. Issue no longer occurring.
TKT-01783,PowerBI,P3,Closed,Request update activate assistance,Request update activate assistance. Error occurs when attempting to upgrade. software and activation also affected.,Deployed patch. Issue no longer occurring.
TKT-01784,OneDrive,P2,Closed,OneDrive performance and performance,OneDrive performance and performance. This is impacting project deadlines.,Resolved lag issue. Tested successfully with user.
TKT-01785,Outlook,P3,Closed,Request software deploy assistance,Request software deploy assistance. User has tried updating without success.,Fixed update compatibility. Tested successfully with user.
TKT-01786,Email,P1,Closed,Cannot send sync in Email,Cannot send sync in Email. Error occurs when attempting to delete. appointment also affected.,Fixed attachment synchronization. Tested successfully with user.
TKT-01787,Excel,P3,Closed,Cannot access attachment in Excel,Cannot access attachment in Excel. User reports inbox display affecting productivity.,Escalated to tier 2. Resolution: sync updated.
TKT-01788,SharePoint,P2,Closed,Need assistance with calendar receive,Need assistance with calendar receive. This is impacting team collaboration.,Applied fix. Issue no longer occurring.
TKT-01789,Email,P4,Closed,Cannot export chart from Email,Cannot export chart from Email. User reports dataset missing affecting productivity.,Escalated to tier 2. Resolution: visualization reconfigured.
TKT-01790,Email,P2,Closed,Email unavailable due to firewall problem,Email unavailable due to firewall problem. This is impacting team collaboration.,Resolved by reinstalling firewall. User confirmed resolved.
TKT-01791,PowerBI,P2,Closed,file missing when trying to download,file missing when trying to download. User reports share denied affecting productivity.,Escalated to tier 2. Resolution: folder reconfigured.
TKT-01792,PowerBI,P4,Closed,Experiencing lag performance with PowerBI,Experiencing lag performance with PowerBI. User has tried clearing cache without success.,Implemented patch. Issue no longer occurring.
TKT-01793,SharePoint,P3,Closed,Intermittent bandwidth dropped,Intermittent bandwidth dropped. User has tried reinstalling without success.,Escalated to vendor support. Resolution: offline reconfigured.
TKT-01794,Outlook,P4,Closed,download error when trying to edit,download error when trying to edit. This is impacting client communication.,Resolved by reconfiguring download. User confirmed resolved.
TKT-01795,Teams,P2,Closed,calendar not receive properly,calendar not receive properly. Error occurs when attempting to forward. appointment and inbox also affected.,Fixed attachment loading. Tested successfully with user.
TKT-01796,OneDrive,P4,Closed,Need replacement laptop,Need replacement laptop. This is impacting client communication.,Resolved by resetting laptop. User confirmed working.
TKT-01797,OneDrive,P4,Closed,Unable to upload file in OneDrive,Unable to upload file in OneDrive. User reports document corrupted affecting productivity.,Resolved by reconfiguring file. User confirmed working.
TKT-01798,Email,P2,Closed,Request access to upload in Email,Request access to upload in Email. User has tried reinstalling without success.,Resolved by reconfiguring upload. User confirmed working.
TKT-01799,PowerBI,P4,Closed,upload missing when trying to access,upload missing when trying to access. User has tried updating without success.,Implemented update. Issue no longer occurring.
TKT-01800,PowerBI,P3,Closed,Need help with expired issue,Need help with expired issue. User reports authentication locked affecting productivity.,Fixed MFA failure. Tested successfully with user.
TKT-01801,Excel,P1,Closed,Excel crash when opening,Excel crash when opening. This is impacting project deadlines.,Resolved by reinstalling crash. User confirmed resolved.
TKT-01802,OneDrive,P4,Closed,Need replacement keyboard,Need replacement keyboard. User has tried reinstalling without success.,Resolved by reinstalling keyboard. User confirmed fixed.
TKT-01803,PowerBI,P4,Closed,Unable to move sync in PowerBI,Unable to move sync in PowerBI. User reports upload missing affecting productivity.,Implemented update. Issue no longer occurring.
TKT-01804,SharePoint,P1,Closed,Cannot connect due to disconnect dropped,Cannot connect due to disconnect dropped. Error occurs when attempting to maintain. bandwidth and VPN also affected.,Deployed configuration change. Issue no longer occurring.
TKT-01805,Email,P2,Closed,data not generate correctly,data not generate correctly. This is impacting client communication.,Corrected data incomplete. Tested successfully with user.
TKT-01806,SharePoint,P2,Closed,Cannot sync appointment in SharePoint,Cannot sync appointment in SharePoint. User has tried reinstalling without success.,Corrected delegate permissions. Tested successfully with user.
TKT-01807,Excel,P4,Closed,password issue preventing access to Excel,password issue preventing access to Excel. This is impacting client communication.,Escalated to specialist team. Resolution: login replaced.
TKT-01808,Teams,P2,Closed,Experiencing hang performance with Teams,Experiencing hang performance with Teams. User reports lag issue affecting productivity.,Fixed loading problem. Tested successfully with user.
TKT-01809,Email,P3,Closed,Need to install installation for Email,Need to install installation for Email. User has tried clearing cache without success.,Deployed patch. Issue no longer occurring.
TKT-01810,Teams,P4,Closed,Cannot refresh dashboard from Teams,Cannot refresh dashboard from Teams. User reports chart error affecting productivity.,Resolved filter error. Tested successfully with user.
TKT-01811,PowerBI,P3,Closed,Unable to download upload in PowerBI,Unable to download upload in PowerBI. This is impacting project deadlines.,Resolved by reinstalling upload. User confirmed working.
TKT-01812,Teams,P3,Closed,problem during license process,problem during license process. User has tried reinstalling without success.,Corrected version problem. Tested successfully with user.
TKT-01813,Excel,P3,Closed,Need assistance with sync access,Need assistance with sync access. User has tried reinstalling without success.,Applied fix. Issue no longer occurring.
TKT-01814,Excel,P1,Closed,Cannot delete delegate in Excel,Cannot delete delegate in Excel. This is impacting client communication.,Applied patch. Issue no longer occurring.
TKT-01815,Outlook,P4,Closed,mouse defective requiring support,mouse defective requiring support. User has tried reinstalling without success.,Resolved by reinstalling mouse. User confirmed resolved.
TKT-01816,Excel,P3,Closed,Need help share filter,Need help share filter. Error occurs when attempting to view. export also affected.,Fixed visualization missing. Tested successfully with user.
TKT-01817,Email,P1,Closed,User unable to login due to error account,User unable to login due to error account. This is impacting project deadlines.,Applied update. Issue no longer occurring.
TKT-01818,Smartsheet,P3,Closed,license compatibility when attempting install,license compatibility when attempting install. User has tried updating without success.,Corrected patch compatibility. Tested successfully with user.
TKT-01819,Outlook,P1,Closed,Intermittent firewall error,Intermittent firewall error. Error occurs when attempting to maintain. connectivity also affected.,Corrected network unstable. Tested successfully with user.
TKT-01820,PowerBI,P1,Closed,failure during update process,failure during update process. User has tried updating without success.,Escalated to vendor support. Resolution: patch reconfigured.
TKT-01821,SharePoint,P2,Closed,installation problem when attempting activate,installation problem when attempting activate. This is impacting team collaboration.,Deployed update. Issue no longer occurring.
TKT-01822,Email,P1,Closed,remote error with Email,remote error with Email. User has tried restarting without success.,Resolved mobile problem. Tested successfully with user.
TKT-01823,OneDrive,P3,Closed,Experiencing crash behavior with OneDrive,Experiencing crash behavior with OneDrive. Error occurs when attempting to saving. lag and slow also affected.,Escalated to vendor support. Resolution: hang updated.
TKT-01824,PowerBI,P2,Closed,PowerBI slow and issue,PowerBI slow and issue. Error occurs when attempting to opening. lag also affected.,Escalated to specialist team. Resolution: performance reconfigured.
TKT-01825,Smartsheet,P1,Closed,license error when attempting deploy,license error when attempting deploy. Error occurs when attempting to install. version and install also affected.,Escalated to vendor support. Resolution: update updated.
TKT-01826,Excel,P3,Closed,meeting not view properly,meeting not view properly. This is impacting daily workflow.,Fixed calendar loading. Tested successfully with user.
TKT-01827,Email,P4,Closed,keyboard not displaying properly,keyboard not displaying properly. Error occurs when attempting to responding. printer and dock and laptop also affected.,Implemented update. Issue no longer occurring.
TKT-01828,Teams,P4,Closed,connection unstable affecting Teams access,connection unstable affecting Teams access. User reports firewall dropped affecting productivity.,Resolved by updating connection. User confirmed working.
TKT-01829,Outlook,P2,Closed,Cannot forward inbox in Outlook,Cannot forward inbox in Outlook. User has tried reinstalling without success.,Deployed update. Issue no longer occurring.
TKT-01830,OneDrive,P3,Closed,bandwidth timeout affecting OneDrive access,bandwidth timeout affecting OneDrive access. Error occurs when attempting to establish. timeout also affected.,Resolved network error. Tested successfully with user.
TKT-01831,PowerBI,P2,Closed,Unable to move folder in PowerBI,Unable to move folder in PowerBI. User reports sync corrupted affecting productivity.,Corrected file missing. Tested successfully with user.
TKT-01832,SharePoint,P1,Closed,Unable to upload folder in SharePoint,Unable to upload folder in SharePoint. User reports upload error affecting productivity.,Deployed configuration change. Issue no longer occurring.
TKT-01833,Teams,P2,Closed,bandwidth dropped affecting Teams access,bandwidth dropped affecting Teams access. Error occurs when attempting to establish. connection also affected.,Escalated to vendor support. Resolution: VPN reconfigured.
TKT-01834,OneDrive,P3,Closed,query incorrect in OneDrive,query incorrect in OneDrive. Error occurs when attempting to create. dataset and analytics also affected.,Resolved by reinstalling query. User confirmed working.
TKT-01835,Teams,P1,Closed,authentication problem preventing access to Teams,authentication problem preventing access to Teams. This is impacting team collaboration.,Escalated to tier 2. Resolution: locked reconfigured.
TKT-01836,OneDrive,P3,Closed,Cannot view out-of-office in OneDrive,Cannot view out-of-office in OneDrive. Error occurs when attempting to access. sync and inbox also affected.,Fixed receive synchronization. Tested successfully with user.
TKT-01837,Outlook,P1,Closed,Request to unlock account for user account,Request to unlock account for user account. This is impacting daily workflow.,Resolved by reconfiguring account. User confirmed resolved.
TKT-01838,Excel,P3,Closed,Issue with calendar loading,Issue with calendar loading. This is impacting project deadlines.,Applied configuration change. Issue no longer occurring.
TKT-01839,Smartsheet,P1,Closed,User unable to authenticate due to failure password,User unable to authenticate due to failure password. This is impacting client communication.,Implemented patch. Issue no longer occurring.
TKT-01840,SharePoint,P4,Closed,keyboard broken requiring support,keyboard broken requiring support. User has tried restarting without success.,Fixed display damaged. Tested successfully with user.
TKT-01841,Outlook,P2,Closed,Cannot connect due to connection error,Cannot connect due to connection error. User has tried clearing cache without success.,Escalated to specialist team. Resolution: disconnect updated.
TKT-01842,Email,P2,Closed,Unable to edit denied in Email,Unable to edit denied in Email. Error occurs when attempting to download. sync and collaborate also affected.,Resolved by updating denied. User confirmed resolved.
TKT-01843,Email,P1,Closed,display not functioning properly,display not functioning properly. This is impacting project deadlines.,Applied configuration change. Issue no longer occurring.
TKT-01844,Smartsheet,P4,Closed,Unable to access collaborate in Smartsheet,Unable to access collaborate in Smartsheet. User has tried updating without success.,Corrected access failure. Tested successfully with user.
TKT-01845,Excel,P3,Closed,connection unstable affecting Excel access,connection unstable affecting Excel access. User has tried reinstalling without success.,Fixed firewall blocked. Tested successfully with user.
TKT-01846,Outlook,P1,Closed,Permission denied when upload collaborate,Permission denied when upload collaborate. This is impacting client communication.,Deployed update. Issue no longer occurring.
TKT-01847,Email,P2,Closed,Cannot connect due to latency timeout,Cannot connect due to latency timeout. User reports VPN unstable affecting productivity.,Applied configuration change. Issue no longer occurring.
TKT-01848,Smartsheet,P4,Closed,Request access to denied in Smartsheet,Request access to denied in Smartsheet. User has tried clearing cache without success.,Corrected permission error. Tested successfully with user.
TKT-01849,SharePoint,P1,Closed,document missing when trying to download,document missing when trying to download. This is impacting daily workflow.,Applied fix. Issue no longer occurring.
TKT-01850,SharePoint,P2,Closed,inbox not access properly,inbox not access properly. User reports send permissions affecting productivity.,Fixed out-of-office loading. Tested successfully with user.
TKT-01851,Teams,P2,Closed,Request to authenticate credential for user account,Request to authenticate credential for user account. User reports locked failure affecting productivity.,Resolved password error. Tested successfully with user.
TKT-01852,Teams,P1,Closed,charger defective preventing work,charger defective preventing work. User has tried reinstalling without success.,Fixed mouse failure. Tested successfully with user.
TKT-01853,SharePoint,P4,Closed,Permission denied when edit file,Permission denied when edit file. Error occurs when attempting to share. upload and collaborate also affected.,Deployed update. Issue no longer occurring.
TKT-01854,Excel,P2,Closed,Unable to move sync in Excel,Unable to move sync in Excel. This is impacting daily workflow.,Escalated to specialist team. Resolution: collaborate reconfigured.
TKT-01855,Teams,P4,Closed,credential problem preventing access to Teams,credential problem preventing access to Teams. Error occurs when attempting to access. authentication and password and MFA also affected.,Deployed configuration change. Issue no longer occurring.
TKT-01856,Teams,P3,Closed,User unable to authenticate due to error MFA,User unable to authenticate due to error MFA. User reports reset locked affecting productivity.,Escalated to tier 2. Resolution: authentication replaced.
TKT-01857,Email,P1,Closed,login issue preventing access to Email,login issue preventing access to Email. This is impacting daily workflow.,Resolved by reconfiguring login. User confirmed fixed.
TKT-01858,Smartsheet,P2,Closed,Need assistance with appointment forward,Need assistance with appointment forward. User has tried restarting without success.,Corrected email permissions. Tested successfully with user.
TKT-01859,PowerBI,P2,Closed,Request access to permission in PowerBI,Request access to permission in PowerBI. User reports file missing affecting productivity.,Escalated to vendor support. Resolution: file replaced.
TKT-01860,OneDrive,P2,Closed,Application freeze during normal use,Application freeze during normal use. This is impacting client communication.,Deployed fix. Issue no longer occurring.
TKT-01861,Outlook,P2,Closed,Request access to denied in Outlook,Request access to denied in Outlook. User has tried clearing cache without success.,Fixed share error. Tested successfully with user.
TKT-01862,Excel,P4,Closed,Need to deploy installation for Excel,Need to deploy installation for Excel. Error occurs when attempting to deploy. software and activation also affected.,Escalated to vendor support. Resolution: patch updated.
TKT-01863,SharePoint,P1,Closed,Cannot delete sync in SharePoint,Cannot delete sync in SharePoint. This is impacting team collaboration.,Escalated to specialist team. Resolution: attachment updated.
TKT-01864,Outlook,P4,Closed,Unable to download collaborate in Outlook,Unable to download collaborate in Outlook. Error occurs when attempting to upload. access and folder and document also affected.,Resolved by resetting collaborate. User confirmed fixed.
TKT-01865,Outlook,P2,Closed,Outlook loading when loading,Outlook loading when loading. User reports freeze problem affecting productivity.,Resolved unresponsive performance. Tested successfully with user.
TKT-01866,Outlook,P2,Closed,charger damaged preventing work,charger damaged preventing work. Error occurs when attempting to connecting. keyboard and printer and device also affected.,Deployed configuration change. Issue no longer occurring.
TKT-01867,Outlook,P4,Closed,Request to access unlock for user account,Request to access unlock for user account. User reports login failure affecting productivity.,Applied configuration change. Issue no longer occurring.
TKT-01868,PowerBI,P3,Closed,MFA locked preventing access to PowerBI,MFA locked preventing access to PowerBI. User has tried reinstalling without success.,Deployed configuration change. Issue no longer occurring.
TKT-01869,Outlook,P3,Closed,User unable to login due to expired MFA,User unable to login due to expired MFA. Error occurs when attempting to unlock. unlock and locked also affected.,Deployed patch. Issue no longer occurring.
TKT-01870,OneDrive,P4,Closed,firewall error affecting OneDrive access,firewall error affecting OneDrive access. User reports connectivity error affecting productivity.,Escalated to specialist team. Resolution: firewall replaced.
TKT-01871,Smartsheet,P1,Closed,Need to configure update for Smartsheet,Need to configure update for Smartsheet. User has tried restarting without success.,Fixed install problem. Tested successfully with user.
TKT-01872,Teams,P1,Closed,compatibility during activation process,compatibility during activation process. Error occurs when attempting to update. application and patch also affected.,Deployed fix. Issue no longer occurring.
TKT-01873,OneDrive,P1,Closed,Permission denied when share file,Permission denied when share file. User has tried restarting without success.,Corrected access missing. Tested successfully with user.
TKT-01874,SharePoint,P4,Closed,Cannot connect due to timeout unstable,Cannot connect due to timeout unstable. This is impacting client communication.,Resolved disconnect dropped. Tested successfully with user.
TKT-01875,SharePoint,P2,Closed,data not view correctly,data not view correctly. User reports analytics incomplete affecting productivity.,Applied patch. Issue no longer occurring.
TKT-01876,Outlook,P2,Closed,Need help with reset failure,Need help with reset failure. Error occurs when attempting to login. unlock and MFA also affected.,Resolved by updating reset. User confirmed fixed.
TKT-01877,PowerBI,P3,Closed,MFA error preventing access to PowerBI,MFA error preventing access to PowerBI. User has tried updating without success.,Resolved by updating MFA. User confirmed resolved.
